tcga	id	filename	md5	size	state	cna_data_groups
TCGA-IG-A8O2	e0222b98-85de-4522-92db-88b4159ce8d5	TCGA-IG-A8O2-01A-01-TSA.9EEBA012-48B5-43E5-A154-D082B21D3B75.svs	4fcf583c2206e370f40d2cbc8f36a85c	152092635	released	WWOX_not_del
TCGA-IG-A97H	9ab91ab7-cf0a-45b2-b6b1-1cddc61a5b7e	TCGA-IG-A97H-01A-01-TSA.1012876E-9085-4802-9C34-4CF85C82A92A.svs	f501fe75f514273585c53c20f3a2bbdf	320223677	released	WWOX_del
TCGA-IG-A97I	05eb5058-f2f9-43e8-8bf5-7b0a05d7c3ba	TCGA-IG-A97I-01A-01-TSA.4D34A3F9-AACC-436D-B393-5AE0EB18FCFF.svs	2959f8084c945107970294fe9c8eabb6	273710971	released	WWOX_del
TCGA-JY-A6FA	5f0ce008-e998-438a-ac54-1f63e38dc80d	TCGA-JY-A6FA-01A-01-TS1.9748317A-685D-4551-AF68-0617C35E7C7E.svs	5be78f6de009039e0dfe3ecc15f62f61	199682539	released	WWOX_not_del
TCGA-JY-A6FD	fdf653e7-ac75-4416-881a-d14a039b0c66	TCGA-JY-A6FD-01A-01-TS1.C6B82849-AEE9-4725-8067-3113FC28AC83.svs	8fd2a6f991d65df24bf8b0ba076a19c0	264907011	released	WWOX_del
TCGA-JY-A6FE	c1b7d82a-a5e7-48f9-83b6-71bc43747838	TCGA-JY-A6FE-01A-01-TS1.F8907703-D0AB-49BE-8DFA-1D6130C7A9BF.svs	e2c072d4a7952a50bd6c99e71e20ffe7	629270211	released	WWOX_not_del
TCGA-JY-A6FG	8ef3d72b-d29a-4971-b09d-639c0f577c46	TCGA-JY-A6FG-01A-01-TS1.EF00C4C1-466D-4BE2-8C81-67BE31C71111.svs	0e96be2b06d086fd10fa5cb9548c9fb3	813153017	released	WWOX_not_del
TCGA-JY-A93F	6e2e5ce3-cbc4-4f57-a3c6-2569aa9529d6	TCGA-JY-A93F-01A-02-TS2.89622497-07F9-4D31-9212-17E1CC8E2742.svs	f27fc18f24da893a6ab8d94e75628dc2	194713243	released	WWOX_not_del
TCGA-KH-A6WC	ce72e7c9-b940-4064-a146-fd825eca0b67	TCGA-KH-A6WC-01A-01-TS1.4D148BCD-BEB3-4D07-94CB-11AEE2D1DE01.svs	8d8745e39db87a6eaf02cd4dbc6cef22	161101039	released	WWOX_not_del
TCGA-L5-A43H	1eea1e1a-e44a-4d0a-95cf-59e88d181eb4	TCGA-L5-A43H-01A-01-TSA.983EE71D-8101-4318-8085-1AABF4376112.svs	3634d13b1f8931b610849e7fe09171b8	127093185	released	WWOX_not_del
TCGA-L5-A43J	9cd115f9-8690-4bee-9284-603331c5fcf7	TCGA-L5-A43J-01A-01-TSA.FA8812FE-D061-47EA-9B34-A235C2811E5E.svs	9983380f0bcc652c0481d8fe529dc464	225953869	released	WWOX_not_del
TCGA-L5-A4OM	240d4e61-a26f-43ea-ab16-41c0ebf48fbe	TCGA-L5-A4OM-01A-01-TS1.B1A6B3A2-0C33-4D8C-852A-6AE58C3D9A51.svs	60e04730487f9c3cdf985cb39a763415	275219637	released	WWOX_not_del
TCGA-L5-A88S	00559de0-c58d-4cdf-a3df-bb464f5c2d14	TCGA-L5-A88S-01A-01-TS1.122DBBBA-4FBE-419C-8982-DEA7B920DF74.svs	6c84f1cc4e8e8c0f42a6317d80041318	284711901	released	WWOX_not_del
TCGA-L5-A88W	f0b16cf1-ad66-4aa3-a8cd-b8f68d7a41f7	TCGA-L5-A88W-01A-01-TS1.EEA31AA8-60A8-43C9-9C15-7F0C7D4118CE.svs	4021693500ae07c288e1ccb34cb54fde	437901047	released	WWOX_not_del
TCGA-L5-A88Z	03282104-897b-46fb-9dc7-a6395125f0dd	TCGA-L5-A88Z-01A-01-TS1.5251875D-7BB0-4F51-8281-32E8237AEA2B.svs	bfc41d9291a4dd23da703ca1ffb6005d	223728505	released	WWOX_not_del
TCGA-L5-A8NK	142f98c9-9ce0-42ce-9eee-c06720462fb5	TCGA-L5-A8NK-01A-02-TS2.F00E1AC0-8535-41C1-AADC-BE83F4BA8300.svs	0853cc60b830d2c13e7a214a1d48a4eb	263712299	released	WWOX_not_del
TCGA-L5-A8NQ	c00b0176-2a6f-4860-befd-deb04286492e	TCGA-L5-A8NQ-01A-01-TS1.576B92A9-4448-4B3B-B6ED-82BD8D959761.svs	eb0f45fb6e063d64caf80fdf9f4f2ab6	222110661	released	WWOX_not_del
TCGA-L7-A56G	498c9923-de03-44b0-9e16-fbe9e0ed2a1b	TCGA-L7-A56G-01A-02-TS2.52ACEAB6-C34D-4DEA-ADBC-6E71784FEC53.svs	7a266363eaa48b8ced81452418e2a49f	290046999	released	WWOX_del
TCGA-LN-A49K	db462367-51c5-4fe9-ad60-32f1a1937508	TCGA-LN-A49K-01A-01-TSA.1413DC2A-F5F5-4EF3-BBF0-AF8E380F5A5F.svs	2a9d73884b3b691d844e38506207b81e	179191649	released	WWOX_not_del
TCGA-LN-A49L	aa31815a-d849-4673-9586-406e10da151d	TCGA-LN-A49L-01A-01-TSA.9AEEBC5D-CB99-478A-B6D8-837D65FE0341.svs	8a50c414718e91fb0fdf6f23978688d0	259222699	released	WWOX_not_del
TCGA-LN-A49M	4a1d3fff-f3e3-4d4f-a176-7c266bf46299	TCGA-LN-A49M-01A-02-TSB.3C0AB933-2AE7-42E6-8E60-E4D88115181F.svs	cb6319640390b01ba288f1e255bce1b9	176850099	released	WWOX_not_del
TCGA-LN-A49N	e9d7663c-fd3a-4860-8ff8-da19470679ce	TCGA-LN-A49N-01A-01-TSA.19FD7E8C-6150-470F-A023-387FDBC81A38.svs	583ade0479c370a6ffb15cf134f3df41	324709527	released	WWOX_not_del
TCGA-LN-A49O	080155fa-0dae-489b-90e1-7d9b08e566fb	TCGA-LN-A49O-01A-01-TSA.CB34D219-37B7-48ED-B98F-749638761497.svs	706c6fa6690665b6859f251da5dea1e7	173663985	released	WWOX_del
TCGA-LN-A49P	de9a4763-bde4-49d9-9f1f-1818ef19d831	TCGA-LN-A49P-01A-01-TSA.81A0B7FE-5536-45BC-8462-374419DCA856.svs	6327e045e5df7fd162e4c720b9b5384b	269275183	released	WWOX_del
TCGA-LN-A49R	a62ce53d-14f7-4f7a-9a9d-350ffb18e63c	TCGA-LN-A49R-01A-01-TSA.AA1157F3-FEED-4FCB-B64D-C8AB1DFFBC81.svs	7a82d8c763313ba7e950ca39c038f7d5	158525371	released	WWOX_not_del
TCGA-LN-A49S	15e17aa0-4eaf-4083-a832-fe27166d6009	TCGA-LN-A49S-01A-01-TSA.68EC11E7-3B2E-4233-B23C-56C49B4028D5.svs	57b3c59dfc4a8c4c5f7d9545789bacf7	136552827	released	WWOX_not_del
TCGA-LN-A49U	1edb18c5-30b5-46b5-9b89-c4ef441de182	TCGA-LN-A49U-01A-03-TSC.04D64D75-2781-412B-90B1-BBEE93715BC0.svs	e13a42492d91cdf058c6e29561f91c25	253755007	released	WWOX_not_del
TCGA-LN-A49V	b0c0ae02-6541-4708-b0a2-735d51408bf0	TCGA-LN-A49V-01A-01-TSA.C3ED03DE-AA54-4963-821D-C3AC372C3B57.svs	71460ac2aa11c227eba4f3bb9d86cfb6	179559987	released	WWOX_del
TCGA-LN-A49W	47268510-5d85-4d7a-ae94-1aeb934ed3bf	TCGA-LN-A49W-01A-01-TSA.4EB3378A-AC5A-47AE-9BFA-8F9F5C22BEB7.svs	db2364437bad53832de71fa652bd6f37	183831713	released	WWOX_del
TCGA-LN-A49X	427610d4-2627-4ad2-a6cd-17db1d5b39de	TCGA-LN-A49X-01A-03-TSC.AF5DAA8D-59DC-4F9E-8241-00FA1FE14C78.svs	b2012858ab5879dbf5865dab8ca0930e	310097211	released	WWOX_not_del
TCGA-LN-A49Y	d7f51398-ad49-4351-8825-09a046236614	TCGA-LN-A49Y-01A-01-TSA.BE75A0E5-29C6-4195-9002-BCE46374EAF3.svs	4eb4b5fa2250a0e1aaf66b532f017050	192088751	released	WWOX_not_del
TCGA-LN-A4A1	efeda2e6-14ec-449f-9963-c39006a990bd	TCGA-LN-A4A1-01A-02-TSB.6A09A6CF-25E4-4E69-AF3E-96D316F16390.svs	b7226624635c99ebbdfe4975be8888db	78186881	released	WWOX_del
TCGA-LN-A4A2	a9956ff9-87e4-4045-a1f8-20d53d2bd2b1	TCGA-LN-A4A2-01A-03-TSC.621B0B3C-68D4-4830-8E63-DB50B8A88077.svs	e9f69c9146a7ba8e5ed5a7b64da584b4	235123151	released	WWOX_not_del
TCGA-LN-A4A3	bd6821dc-f9d4-4b07-a484-3d460bbe3ef0	TCGA-LN-A4A3-01A-01-TSA.D1FAAA2C-36DC-4953-BAF3-8648B232401C.svs	018a5d546cb51b7eb0d514645250f32d	172045971	released	WWOX_not_del
TCGA-LN-A4A4	119b9606-7116-4d0e-9473-dbc46b5f6c8f	TCGA-LN-A4A4-01A-01-TSA.248F60AB-D40A-4B49-9C6A-641C8944DD87.svs	a694642dc70ef09014bc28b5d9ab9f33	301073797	released	WWOX_not_del
TCGA-LN-A4A5	1a98f69a-6598-484c-8694-1a82a63a4779	TCGA-LN-A4A5-01A-02-TSB.185A0522-61FC-45BC-AA14-FFD38C85E447.svs	4a5724e8d56331d6d30ae150ed1000a3	150345211	released	WWOX_del
TCGA-LN-A4A6	2a467b52-9f60-4ab3-9ae4-56cdbbccff1e	TCGA-LN-A4A6-01A-01-TSA.DEA9FBBB-5309-43C5-B6E0-AC2A128CC675.svs	715a6fb876de6e258cffc17c8f9bf980	154944379	released	WWOX_not_del
TCGA-LN-A4A8	c0a46b9f-aeb0-41af-b181-76b92a84e4bd	TCGA-LN-A4A8-01A-03-TSC.85FC82AE-4856-46A2-9252-8C27689B5E48.svs	542406310eef5f18f09c3bdf7721296f	141754621	released	WWOX_not_del
TCGA-LN-A4A9	0e8b8e7b-b621-4315-a269-fa2ef3f2f016	TCGA-LN-A4A9-01A-01-TSA.11615EB4-7065-490F-8B5D-60786BF763D8.svs	41c5e84cb11b9d44109de80e96359ec3	339604447	released	WWOX_not_del
TCGA-LN-A4MQ	7fd46767-8010-4d00-886a-2cb1ae8bdfe4	TCGA-LN-A4MQ-01A-01-TSA.DCC389F0-2CE4-49B8-8F90-8C8009A18C3B.svs	4dc484d82c00cb8a64bb01fb109d78a4	467938691	released	WWOX_del
TCGA-LN-A4MR	03b3664c-3e52-430c-86d2-2c9d8b74edaa	TCGA-LN-A4MR-01A-01-TSA.09941ABA-35AD-415C-BE4F-BFACB60BFD8C.svs	b186f50c996b490f3695f3b779e55256	287215671	released	WWOX_del
TCGA-LN-A5U5	eda1b329-bb9d-4be0-84d3-6a39e9aebe9d	TCGA-LN-A5U5-01A-02-TSB.809FCA6C-BD5A-4E57-8ECF-1039BB0E24F9.svs	bcd26e6f425b5dae6255fcd8fb6c098f	342811609	released	WWOX_not_del
TCGA-LN-A5U6	8fe168e2-71c5-41c1-92e5-19a86f316f5f	TCGA-LN-A5U6-01A-01-TSA.68EE99F1-A383-4700-B994-6A2A85FA6379.svs	6c8a40c6a172c264f83879eeae464044	381173551	released	WWOX_not_del
TCGA-LN-A5U7	2c8dcc20-9d9d-4417-9dea-f7b4c729771c	TCGA-LN-A5U7-01A-01-TSA.91176C8C-BC90-440F-B691-83ABF36BF4D9.svs	2be8eb74929c6d3be0a86b7fbd14f917	96773073	released	WWOX_del
TCGA-LN-A7HV	55ad9c8f-d959-4970-a6af-d2f6b9544a9a	TCGA-LN-A7HV-01A-02-TSB.159F44A9-455C-4F57-9AE3-877236C8BDAC.svs	2fb2e67909a3ccfe5017d461f4953a5b	274903897	released	WWOX_del
TCGA-LN-A7HW	fb2e6668-1686-4334-a22f-1ffb1533c39e	TCGA-LN-A7HW-01A-02-TSB.D3DEFCB5-A054-45D3-914B-0F1EAA7219DA.svs	5d5359c2a005487976f16c6ef5483b1c	324037115	released	WWOX_del
TCGA-LN-A7HX	618c92db-5f9b-4efa-9efe-8955575a261b	TCGA-LN-A7HX-01A-01-TSA.E740B52F-ADE2-4BCF-BE6B-0B5BAF3352AC.svs	fdd4d4320afcda169dd16acec7f3b1d5	340069073	released	WWOX_not_del
TCGA-LN-A7HY	0c2855e0-b9b5-4a05-aa4c-97c745edebdd	TCGA-LN-A7HY-01A-01-TS1.A7496962-D2AB-4488-95CC-3C602A7EA382.svs	a48c753b2a29796a2425112a410de4ca	256754615	released	WWOX_not_del
TCGA-LN-A7HZ	ddfa63cc-c5c3-4aba-a875-e8739a523f4d	TCGA-LN-A7HZ-01A-03-TSC.E0AA78FE-2D29-466D-900D-57BDC01ABEF9.svs	22da57a9d75b701e8adf847b55bfdad7	232926355	released	WWOX_del
TCGA-LN-A8HZ	888361e8-bdd1-47d9-8d3f-049f20e9e3a7	TCGA-LN-A8HZ-01A-01-TSA.45830912-D09F-4173-83CD-CDD51C87DB2E.svs	de37e9f57cc88aa4938717ba13293143	336198439	released	WWOX_del
TCGA-LN-A8I0	a3eb4c3c-2bcb-4734-bdc5-6b24d89b698c	TCGA-LN-A8I0-01A-01-TSA.B1047F35-2418-4A12-A902-A122AE33E008.svs	877ede4f6c6c862ead718731661ddbd4	296885213	released	WWOX_not_del
TCGA-LN-A8I1	3bf1ab12-052d-4a9b-b906-9064230a4996	TCGA-LN-A8I1-01A-01-TSA.9F9815CD-2E3B-49D0-BBF5-C8305A1FD8F5.svs	328ccd56679ab26d1643c4adad4d665a	383553369	released	WWOX_not_del
TCGA-LN-A9FO	b254241c-8ba1-406d-b9ad-b74f0640a3ed	TCGA-LN-A9FO-01A-01-TSA.EA642CCC-0EB2-49F9-856A-AFBBC1BF9D59.svs	1240db3e79f5c26fa81ac7e5c7f03483	109124385	released	WWOX_not_del
TCGA-LN-A9FP	1ee94b91-0646-40cf-9322-63d8c68e98dd	TCGA-LN-A9FP-01A-03-TSC.D5361F74-B4CA-4D48-A495-8105A7EECEC4.svs	69173e00797142734f8d5672ac15bc9f	157039069	released	WWOX_not_del
TCGA-LN-A9FQ	d3be5d0b-2c4c-4f5b-993a-d21fccdac6c5	TCGA-LN-A9FQ-01A-03-TSC.6C317598-88D5-4C70-8F98-437C779A3295.svs	cec2c278874080ba45517e3842454261	189877421	released	WWOX_del
TCGA-LN-A9FR	8ed7d323-b23e-47fc-a532-332fe3c96c4b	TCGA-LN-A9FR-01A-01-TSA.BA05FF50-4CF2-4843-8C1F-E2E6B4C26AB1.svs	43924e8873b3678aeb4087bebddcf321	191814831	released	WWOX_not_del
TCGA-Q9-A6FU	4611110e-c1a9-459d-b93b-16859a32c99e	TCGA-Q9-A6FU-01A-01-TSA.28732351-EF59-414F-AC9F-F6AD2DD09EA3.svs	242aae4213460499de0bd825be2608ec	293889539	released	WWOX_not_del
TCGA-S8-A6BW	9f5c783c-4b78-4278-8ad3-66aeae1f5829	TCGA-S8-A6BW-01A-01-TS1.ED8A6014-E575-4F33-8D80-B02DEC85CF69.svs	6078ffe90d25365884bc0f78ebd5300b	280890939	released	WWOX_not_del
TCGA-V5-A7RC	1965bc0e-49f6-46aa-9692-6aedbd7d2f48	TCGA-V5-A7RC-01B-01-TS1.89F8C727-0596-4C6B-A317-5759C405F668.svs	8d629048f071f5a61ad6c9196456c9db	62102899	released	WWOX_not_del
TCGA-V5-A7RC	0f7f9507-519f-4f42-818e-aac6d35a61a3	TCGA-V5-A7RC-06A-01-TS1.BDF136CF-E5BD-4547-86FB-A4DE5C33332F.svs	95fa63679f317ed83dfaa2371755c20f	48617119	released	WWOX_not_del
TCGA-V5-AASV	5408a4a9-a97c-434d-89dc-7deb2d7e472b	TCGA-V5-AASV-01A-01-TS1.595ADB14-C312-4C0A-AECA-5F212142C24E.svs	4d28e94eaec193977bb5e51836dad3c1	34786655	released	WWOX_not_del
TCGA-VR-A8EO	0b39102b-75c7-4977-ba02-38c9e0c41528	TCGA-VR-A8EO-01A-01-TSA.0CF940C3-2AE5-4A90-B843-002C8F5A3C75.svs	ee90c52a7f09bb0e7d046a1b23c858de	274645155	released	WWOX_del
TCGA-VR-A8EP	eca04143-9f92-413b-8e09-81e76193b34e	TCGA-VR-A8EP-01A-03-TS3.1B134925-01BE-4341-9CAA-1A2E6F2D7353.svs	dc2a06888f0af745cd36eee3b8977768	274193089	released	WWOX_del
TCGA-VR-A8ER	2c9e930d-b49e-4e83-8282-4fa50c6718fd	TCGA-VR-A8ER-01A-01-TS1.539ED185-FE73-46FF-BD77-64E6DB9060C6.svs	0ad9294f73c194b8a6462bfd99dd324a	306318433	released	WWOX_not_del
TCGA-VR-A8ET	81a66ffd-e73e-4c48-9684-1dda0aac29c8	TCGA-VR-A8ET-01A-01-TS1.C09E906F-4D26-482C-9D8B-494FBC3B894D.svs	59cff8bfa9e5b15f21457d1ba4ff70e6	180169983	released	WWOX_not_del
TCGA-VR-A8EU	608f904d-dead-4af4-b51e-e58bdf031692	TCGA-VR-A8EU-01A-01-TS1.5FDFBBC7-97F2-4424-AA9B-8967CFD61E36.svs	205f9d241002bc455047cc97179c63b6	130874763	released	WWOX_not_del
TCGA-VR-A8EW	2d23c998-de01-4fb6-b05e-cac4b2ede1da	TCGA-VR-A8EW-01A-01-TS1.0B6792E6-9383-4EB6-A480-66535F8D0B84.svs	610d40a6c6b1802eb827c699bee0b2e0	132610327	released	WWOX_not_del
TCGA-VR-A8EX	bd23e363-e8b7-40f1-9803-e3949b08e967	TCGA-VR-A8EX-01A-01-TS1.BD019B71-15A8-47F7-8F05-86E444066D2D.svs	b1d9f2cf31ac7a3fd61932ea994effed	143735913	released	WWOX_not_del
TCGA-VR-A8EY	7541b2cc-1578-42f9-a4d4-0feacf611ec2	TCGA-VR-A8EY-01A-01-TS1.A17CD561-C8E4-4FE5-89F2-65E31775FCDF.svs	5210bedb6130690d8c729f74fa35753a	310290089	released	WWOX_not_del
TCGA-VR-A8EZ	c4caf5e8-ebc3-4ebd-adbe-d4fd7040d085	TCGA-VR-A8EZ-01A-01-TS1.1BA75542-713E-47E1-998F-7193B747B367.svs	110ebf04e34b7d082bcddf01351886a0	206066327	released	WWOX_del
TCGA-VR-A8Q7	410ce1d3-522d-434c-8457-d2fdd5bb00b9	TCGA-VR-A8Q7-01A-01-TS1.26486D61-A208-4C94-9A69-6C05DB274E70.svs	b117b1c77d3b79a50e751637a0009350	578078665	released	WWOX_not_del
TCGA-VR-AA4G	723a8284-de74-4f66-91e1-c7ad4ed1fae9	TCGA-VR-AA4G-01A-01-TS1.E950EBA2-7D6E-4FFD-A2D5-E0EB6486848A.svs	dfd2e6ab8d3f7c10e6af689c8aa54456	288603851	released	WWOX_not_del
TCGA-VR-AA7B	9cf5d299-6e6c-4b9f-95bf-75be1e77a9f0	TCGA-VR-AA7B-01A-03-TS3.85AF67B7-78D9-44A0-8EF0-7B1CF8519627.svs	91c57fbce5cd99d303b65590de5d2862	190120263	released	WWOX_not_del
TCGA-VR-AA7D	16c14cf8-7c64-4319-899d-ab15ebf5b55d	TCGA-VR-AA7D-01A-01-TS1.3C10B640-06DB-455F-8989-515FB673F47D.svs	3c0a03f6ac41e8c03ab53b57d8c940b2	342569837	released	WWOX_not_del
TCGA-VR-AA7I	878e3890-3dda-451e-afc8-3623363cb3e1	TCGA-VR-AA7I-01A-01-TS1.F8F42093-BED7-4718-A1B7-47E7114480B5.svs	8da8e0b7ee34644f76d41bdb6f9b6c83	302505177	released	WWOX_not_del
TCGA-XP-A8T6	21a715b2-4fc3-4f90-9c0f-ee8bf5ce9f61	TCGA-XP-A8T6-01A-01-TS1.E2052521-32D1-4768-BA06-DCF994CE4407.svs	ba0c9df1f9bca2232e1320c70701073f	300700509	released	WWOX_del
TCGA-XP-A8T7	d8837abb-b84b-4e5b-ba1a-efd896dc09bb	TCGA-XP-A8T7-01A-01-TS1.FF2591BF-21D9-4DAB-A424-3DE4FA1D5DC3.svs	e449fb0ae702242ba844b6f17f301506	288784307	released	WWOX_not_del
TCGA-XP-A8T8	4d579543-31f3-46a6-b192-db32d55b14a9	TCGA-XP-A8T8-01A-01-TS1.26AB4B2F-52C5-4697-90A9-0831EDBC9E9F.svs	d38c05987c468ca195a8d50f41c079e2	385323517	released	WWOX_not_del
TCGA-Z6-A8JD	4841c983-ea63-455e-87f7-e20ebb67a92a	TCGA-Z6-A8JD-01A-01-TSA.9D1E5328-BD1D-4F94-A8A5-91025C3CABFC.svs	1fa2709cfc156b5dd535d299df946569	385322459	released	WWOX_not_del
TCGA-Z6-A8JE	4f5af240-4262-48f2-b7ee-50b3de272378	TCGA-Z6-A8JE-01A-01-TSA.C10B2225-C126-407D-AB6D-1946C9883738.svs	1d5766423f6e035ecb1e94c28f3ee00d	401657647	released	WWOX_not_del
TCGA-Z6-A9VB	8d070a25-7cb4-493a-b90c-d223cc4251fe	TCGA-Z6-A9VB-01A-02-TSB.6594BC33-D408-4B83-838D-CFC50805146F.svs	459d1b4814e64325f1bd3412705e825c	297144965	released	WWOX_not_del
TCGA-Z6-AAPN	bcb8a650-0264-4b17-81a8-f971d025bf52	TCGA-Z6-AAPN-01A-01-TSA.8CC1E4BD-1568-40AA-B915-332F5263FDA3.svs	964df5ca7f6239ed41134ce19205c154	193113555	released	WWOX_del
